...1,Reference,DOI,CodeCitation,Year,Ecosystem,Habitat,Country,Biological.group,Mean_size,UIS,ML,Size_variance,Variance_type,Min_length,Max_length,Starting_month,Starting_year,Final_month,Final_year,Sampling_frequency,Sampling_method,Organ_content,N.sampling.unit,N.organisms,TotalMiP,TotalMeP,TotalMaP,TotalPD,FO_PD,NF_PD,FW_PD,Dead,Fragments,Fibers_thread,Pellets,Beads_granule,Foam,Film_sheet,Paintchips,Other_types,Type_unit,Average.Size_PD,Min.Size_PD,Max.size_PD,Size.variance_PD,Variance_type.1,Size_unit,Area_PD,Area_unit,Mass_PD,Volume_PD,Blue,White,Transparent,Gray,Black,Yellow,Brown,PinkPurple,Orange,Red,Green,Colored,Other_colors,Color_unit,Polymer1,Polymer1.items,Polymer2,Polymer2.items,Polymer3,Polymer3.items,Polymer4,Polymer4.items,Polymer5,Polymer5.items,Polymer6,Polymer6.items,Polymer7,Polymer7.items,Polymer8,Polymer8.items,Polymer9,Polymer9.items,Polymer10,Polymer10.items,Polymer11,Polymer11.items,Polymer12,Polymer12.items,Other_Polymers,Other_PolymersItems,Polymer_unit,QAQC_protocol,Extraction_method,Polymeric_analysis,Obs,species,kingdom,subkingdom,infrakingdom,class,order,family,genus,phylum,Lat,Lon,common.name,TotalP
4489,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,8,8,NA,NA,NA,43,62.5,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Macronectes giganteus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Macronectes,Chordata,-46.46035144,168.050981,NA,43
4490,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,8,8,NA,NA,NA,43,62.5,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Macronectes giganteus,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Macronectes,Chordata,-54.58059995,158.8167188,NA,43
4491,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,4,4,NA,NA,NA,6,50,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Macronectes halli,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Macronectes,Chordata,-25.14301283,153.0661208,NA,6
4492,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,4,4,NA,NA,NA,6,50,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Macronectes halli,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Macronectes,Chordata,-28.14158926,162.0556799,NA,6
4493,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,4,4,NA,NA,NA,6,50,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Macronectes halli,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Macronectes,Chordata,-37.43545186,176.6924157,NA,6
4494,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,4,4,NA,NA,NA,6,50,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Macronectes halli,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Macronectes,Chordata,-46.46035144,168.050981,NA,6
4495,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,4,4,NA,NA,NA,6,50,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Macronectes halli,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Macronectes,Chordata,-54.58059995,158.8167188,NA,6
4496,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,79,79,NA,NA,NA,197,62.02531646,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila belcheri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-25.14301283,153.0661208,NA,197
4497,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,79,79,NA,NA,NA,197,62.02531646,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila belcheri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-28.14158926,162.0556799,NA,197
4498,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,79,79,NA,NA,NA,197,62.02531646,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila belcheri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-37.43545186,176.6924157,NA,197
4499,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,79,79,NA,NA,NA,197,62.02531646,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila belcheri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-46.46035144,168.050981,NA,197
4500,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,79,79,NA,NA,NA,197,62.02531646,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila belcheri,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-54.58059995,158.8167188,NA,197
4501,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,17,17,NA,NA,NA,68,70.58823529,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila desolata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-25.14301283,153.0661208,NA,68
4502,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,17,17,NA,NA,NA,68,70.58823529,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila desolata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-28.14158926,162.0556799,NA,68
4503,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,17,17,NA,NA,NA,68,70.58823529,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila desolata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-37.43545186,176.6924157,NA,68
4504,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,17,17,NA,NA,NA,68,70.58823529,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila desolata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-46.46035144,168.050981,NA,68
4505,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,17,17,NA,NA,NA,68,70.58823529,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila desolata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-54.58059995,158.8167188,NA,68
4506,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,24,24,NA,NA,NA,65,70.83333333,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila salvini,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-25.14301283,153.0661208,NA,65
4507,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,24,24,NA,NA,NA,65,70.83333333,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila salvini,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-28.14158926,162.0556799,NA,65
4508,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,24,24,NA,NA,NA,65,70.83333333,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila salvini,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-37.43545186,176.6924157,NA,65
4509,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,24,24,NA,NA,NA,65,70.83333333,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila salvini,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-46.46035144,168.050981,NA,65
4510,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,24,24,NA,NA,NA,65,70.83333333,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila salvini,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-54.58059995,158.8167188,NA,65
4511,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,236,236,NA,NA,NA,148,25.84745763,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila turtur,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-25.14301283,153.0661208,NA,148
4512,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,236,236,NA,NA,NA,148,25.84745763,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila turtur,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-28.14158926,162.0556799,NA,148
4513,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,236,236,NA,NA,NA,148,25.84745763,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila turtur,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-37.43545186,176.6924157,NA,148
4514,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,236,236,NA,NA,NA,148,25.84745763,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila turtur,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-46.46035144,168.050981,NA,148
4515,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,236,236,NA,NA,NA,148,25.84745763,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila turtur,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-54.58059995,158.8167188,NA,148
4516,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,14,14,NA,NA,NA,10,21.42857143,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila vittata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-25.14301283,153.0661208,NA,10
4517,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,14,14,NA,NA,NA,10,21.42857143,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila vittata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-28.14158926,162.0556799,NA,10
4518,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,14,14,NA,NA,NA,10,21.42857143,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila vittata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-37.43545186,176.6924157,NA,10
4519,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,14,14,NA,NA,NA,10,21.42857143,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila vittata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-46.46035144,168.050981,NA,10
4520,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,14,14,NA,NA,NA,10,21.42857143,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pachyptila vittata,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Pachyptila,Chordata,-54.58059995,158.8167188,NA,10
4521,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,6,6,NA,NA,NA,78,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelagodroma marina,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Pelagodroma,Chordata,-25.14301283,153.0661208,white-faced storm-petrel,78
4522,"Roman et al., 2019",10.1038/s41598-018-36585-9,MPB00526,2019,Island/Offshore Seas,Island/Offshore Waters,Australia,Birds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Necropsy,GIT,6,6,NA,NA,NA,78,100,NA,NA,Yes,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,NA,No,Visual selection,NA,Geographic coordinate estimated,Pelagodroma marina,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Pelagodroma,Chordata,-28.14158926,162.0556799,white-faced storm-petrel,78
